"Applicant.ID","Job.ID","Title","Position","Company","City","State.Name","State.Code","Industry","View.Start","View.End","View.Duration","Created.At","Updated.At"
10006,132042,"Housekeeper / Caregiver - Senior Living - San Diego @ Belmont Village at Sabre Springs","Housekeeper / Caregiver - Senior Living - San Diego","Belmont Village at Sabre Springs","San Diego","California","CA",NA,"2014-12-13 01:05:14 UTC","2014-12-13 01:07:28 UTC",133,"2014-12-13 01:05:14 UTC","2014-12-13 01:05:14 UTC"
10006,147152,"Retail Gift Registry Advisor, Night, Part Time: San Diego, CA - Macy’s Mission Valley Home @ Macy's","Retail Gift Registry Advisor, Night, Part Time: San Diego, CA - Macy’s Mission Valley Home","Macy's","San Diego","California","CA",NA,"2014-12-13 01:07:33 UTC","2014-12-13 01:07:36 UTC",2,"2014-12-13 01:07:33 UTC","2014-12-13 01:07:33 UTC"
10006,147659,"Associate Firstline Technician - San Diego, CA (Part - Time) @ Diebold","Associate Firstline Technician - San Diego, CA (Part - Time)","Diebold","San Diego","California","CA",NA,"2014-12-13 01:07:41 UTC","2014-12-13 01:08:03 UTC",22,"2014-12-13 01:07:41 UTC","2014-12-13 01:07:41 UTC"
10006,148561,"Promotions Technician (PT) @ Univision Communications, Inc.","Promotions Technician (PT)","Univision Communications, Inc.","San Diego","California","CA",NA,"2014-12-13 01:08:08 UTC","2014-12-13 01:08:49 UTC",40,"2014-12-13 01:08:08 UTC","2014-12-13 01:08:08 UTC"
10006,147659,"Associate Firstline Technician - San Diego, CA (Part - Time) @ Diebold","Associate Firstline Technician - San Diego, CA (Part - Time)","Diebold","San Diego","California","CA",NA,"2014-12-13 01:08:53 UTC","2014-12-13 01:08:56 UTC",3,"2014-12-13 01:08:53 UTC","2014-12-13 01:08:53 UTC"
10006,147152,"Retail Gift Registry Advisor, Night, Part Time: San Diego, CA - Macy’s Mission Valley Home @ Macy's","Retail Gift Registry Advisor, Night, Part Time: San Diego, CA - Macy’s Mission Valley Home","Macy's","San Diego","California","CA",NA,"2014-12-13 01:08:59 UTC","2014-12-13 01:11:25 UTC",146,"2014-12-13 01:08:59 UTC","2014-12-13 01:08:59 UTC"
10006,137069,"Part - time Customer Service Representative @ Check 'n Go","Part - time Customer Service Representative","Check 'n Go","Santee","California","CA",NA,"2014-12-13 01:12:25 UTC","2014-12-13 01:19:02 UTC",397,"2014-12-13 01:12:25 UTC","2014-12-13 01:12:25 UTC"
10008,132416,"Part Time Customer Service / Teller @ Fifth Third Bank","Part Time Customer Service / Teller","Fifth Third Bank","Cincinnati","Ohio","OH",NA,"2014-12-13 00:34:22 UTC","2014-12-13 00:34:35 UTC",13,"2014-12-13 00:34:22 UTC","2014-12-13 00:34:22 UTC"
10008,71544,"FOOD SVC WORKER (PART - TIME) Job @ Resource Network","FOOD SVC WORKER (PART - TIME) Job","Resource Network","Cincinnati","Ohio","OH",NA,"2014-12-13 00:34:50 UTC","2014-12-13 00:35:10 UTC",19,"2014-12-13 00:34:50 UTC","2014-12-13 00:34:50 UTC"
10009,103181,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Norcross","Georgia","GA",NA,"2014-12-12 23:47:37 UTC","2014-12-12 23:48:10 UTC",32,"2014-12-12 23:47:37 UTC","2014-12-12 23:47:37 UTC"
10010,117156,"Clerk Part-Time (Casual) @ ABF Freight System, Inc","Clerk Part-Time (Casual)","ABF Freight System, Inc","Kansas City","Missouri","MO",NA,"2014-12-13 00:25:31 UTC","2014-12-13 00:25:41 UTC",9,"2014-12-13 00:25:31 UTC","2014-12-13 00:25:31 UTC"
10010,117156,"Clerk Part-Time (Casual) @ ABF Freight System, Inc","Clerk Part-Time (Casual)","ABF Freight System, Inc","Kansas City","Missouri","MO",NA,"2014-12-13 01:08:49 UTC","2014-12-13 01:09:02 UTC",13,"2014-12-13 01:08:49 UTC","2014-12-13 01:08:49 UTC"
10010,118160,"Work at Home – CloudSource Customer Service/Technical Support @ Sutherland Global Services","Work at Home – CloudSource Customer Service/Technical Support","Sutherland Global Services","Kansas City","Missouri","MO",NA,"2014-12-13 01:09:20 UTC","2014-12-13 01:11:18 UTC",117,"2014-12-13 01:09:20 UTC","2014-12-13 01:09:20 UTC"
10010,118160,"Work at Home – CloudSource Customer Service/Technical Support @ Sutherland Global Services","Work at Home – CloudSource Customer Service/Technical Support","Sutherland Global Services","Kansas City","Missouri","MO",NA,"2014-12-13 03:35:51 UTC","2014-12-13 03:37:48 UTC",117,"2014-12-13 03:35:51 UTC","2014-12-13 03:35:51 UTC"
10010,118160,"Work at Home – CloudSource Customer Service/Technical Support @ Sutherland Global Services","Work at Home – CloudSource Customer Service/Technical Support","Sutherland Global Services","Kansas City","Missouri","MO",NA,"2014-12-13 03:37:54 UTC","",NA,"2014-12-13 03:37:54 UTC","2014-12-13 03:37:54 UTC"
10010,120095,"Customer Service Representative","Customer Service Representative","","Kansas City","Missouri","MO",NA,"2014-12-13 03:38:18 UTC","2014-12-13 03:40:56 UTC",157,"2014-12-13 03:38:18 UTC","2014-12-13 03:38:18 UTC"
10010,120095,"Customer Service Representative","Customer Service Representative","","Kansas City","Missouri","MO",NA,"2014-12-13 03:41:00 UTC","2014-12-13 03:41:03 UTC",2,"2014-12-13 03:41:00 UTC","2014-12-13 03:41:00 UTC"
10010,99786,"Toys R Us Seasonal Off Hours Stock Crew @ Toys ""R"" Us, Inc","Toys R Us Seasonal Off Hours Stock Crew","Toys ""R"" Us, Inc","Kansas City","Missouri","MO",NA,"2014-12-13 01:07:09 UTC","2014-12-13 01:08:38 UTC",88,"2014-12-13 01:07:09 UTC","2014-12-13 01:07:09 UTC"
10010,120095,"Customer Service Representative","Customer Service Representative","","Kansas City","Missouri","MO",NA,"2014-12-13 01:11:27 UTC","2014-12-13 01:12:20 UTC",52,"2014-12-13 01:11:27 UTC","2014-12-13 01:11:27 UTC"
10010,134344,"Part-time Data Management Associate @ DST","Part-time Data Management Associate","DST","Kansas City","Missouri","MO",NA,"2014-12-13 01:12:32 UTC","2014-12-13 01:13:26 UTC",54,"2014-12-13 01:12:32 UTC","2014-12-13 01:12:32 UTC"
10010,78578,"Medical Office Specialist PRN, Research Neurology Associates - Kansas City, MO @ HCA Physician Services","Medical Office Specialist PRN, Research Neurology Associates - Kansas City, MO","HCA Physician Services","Kansas City","Missouri","MO",NA,"2014-12-13 01:14:33 UTC","2014-12-13 01:15:44 UTC",70,"2014-12-13 01:14:33 UTC","2014-12-13 01:14:33 UTC"
10010,118160,"Work at Home – CloudSource Customer Service/Technical Support @ Sutherland Global Services","Work at Home – CloudSource Customer Service/Technical Support","Sutherland Global Services","Kansas City","Missouri","MO",NA,"2014-12-13 03:33:34 UTC","2014-12-13 03:35:04 UTC",89,"2014-12-13 03:33:34 UTC","2014-12-13 03:33:34 UTC"
10010,120095,"Customer Service Representative","Customer Service Representative","","Kansas City","Missouri","MO",NA,"2014-12-13 03:38:00 UTC","2014-12-13 03:38:05 UTC",4,"2014-12-13 03:38:00 UTC","2014-12-13 03:38:00 UTC"
10011,82601,"Line Cooks & Cashiers @ Corner Bakery Cafe","Line Cooks & Cashiers","Corner Bakery Cafe","Chicago","Illinois","IL",NA,"2014-12-13 00:32:05 UTC","2014-12-13 00:32:53 UTC",47,"2014-12-13 00:32:05 UTC","2014-12-13 00:32:05 UTC"
10011,119647,"Seasonal Retail Sales Part Time - Chicago, IL - State Street @ Macy's","Seasonal Retail Sales Part Time - Chicago, IL - State Street","Macy's","Chicago","Illinois","IL",NA,"2014-12-13 00:33:28 UTC","2014-12-13 00:33:43 UTC",14,"2014-12-13 00:33:28 UTC","2014-12-13 00:33:28 UTC"
10011,65313,"Retail Gift Registry Advisor, Part Time - Chicago, IL - Macy’s State Street @ Macy's","Retail Gift Registry Advisor, Part Time - Chicago, IL - Macy’s State Street","Macy's","Chicago","Illinois","IL",NA,"2014-12-13 00:34:03 UTC","2014-12-13 00:34:04 UTC",1,"2014-12-13 00:34:03 UTC","2014-12-13 00:34:03 UTC"
10011,148295,"Part-time Dockworker @ UPS","Part-time Dockworker","UPS","Chicago","Illinois","IL",NA,"2014-12-13 00:34:46 UTC","2014-12-13 00:34:46 UTC",0,"2014-12-13 00:34:46 UTC","2014-12-13 00:34:46 UTC"
10011,148295,"Part-time Dockworker @ UPS","Part-time Dockworker","UPS","Chicago","Illinois","IL",NA,"2014-12-13 00:34:57 UTC","2014-12-13 00:34:59 UTC",1,"2014-12-13 00:34:57 UTC","2014-12-13 00:34:57 UTC"
10011,142736,"Entry Level Customer Service and Sales - 5 Positions Available @ WTM, Inc.","Entry Level Customer Service and Sales - 5 Positions Available","WTM, Inc.","Chicago","Illinois","IL",NA,"2014-12-13 00:35:45 UTC","2014-12-13 00:36:36 UTC",51,"2014-12-13 00:35:45 UTC","2014-12-13 00:35:45 UTC"
10011,132432,"5 - 7 Immediate Openings - Full Time / Part Time @ Immediate Hire","5 - 7 Immediate Openings - Full Time / Part Time","Immediate Hire","Chicago","Illinois","IL",NA,"2014-12-13 00:37:32 UTC","2014-12-13 00:38:05 UTC",32,"2014-12-13 00:37:32 UTC","2014-12-13 00:37:32 UTC"
10011,132432,"5 - 7 Immediate Openings - Full Time / Part Time @ Immediate Hire","5 - 7 Immediate Openings - Full Time / Part Time","Immediate Hire","Chicago","Illinois","IL",NA,"2014-12-13 00:38:14 UTC","2014-12-13 00:38:25 UTC",11,"2014-12-13 00:38:14 UTC","2014-12-13 00:38:14 UTC"
10011,86276,"ASSEMBLER @ CONFIDENTIAL","ASSEMBLER","CONFIDENTIAL","Chicago","Illinois","IL",NA,"2014-12-13 00:40:49 UTC","2014-12-13 00:41:05 UTC",15,"2014-12-13 00:40:49 UTC","2014-12-13 00:40:49 UTC"
10013,82601,"Line Cooks & Cashiers @ Corner Bakery Cafe","Line Cooks & Cashiers","Corner Bakery Cafe","Chicago","Illinois","IL",NA,"2014-12-13 01:26:52 UTC","2014-12-13 01:27:00 UTC",8,"2014-12-13 01:26:52 UTC","2014-12-13 01:26:52 UTC"
10013,82601,"Line Cooks & Cashiers @ Corner Bakery Cafe","Line Cooks & Cashiers","Corner Bakery Cafe","Chicago","Illinois","IL",NA,"2014-12-13 01:28:04 UTC","2014-12-13 01:28:23 UTC",18,"2014-12-13 01:28:04 UTC","2014-12-13 01:28:04 UTC"
10013,146583,"Retail Sales Associate – Part-Time","Retail Sales Associate – Part-Time","","Melrose Park","Illinois","IL",NA,"2014-12-13 01:28:47 UTC","2014-12-13 01:29:15 UTC",27,"2014-12-13 01:28:47 UTC","2014-12-13 01:28:47 UTC"
10013,119129,"IMMEDIATE COOK POSITIONS IN LAKE COUNTY!!! @ All Team Staffing","IMMEDIATE COOK POSITIONS IN LAKE COUNTY!!!","All Team Staffing","Des Plaines","Illinois","IL",NA,"2014-12-13 01:32:42 UTC","2014-12-13 01:32:47 UTC",4,"2014-12-13 01:32:42 UTC","2014-12-13 01:32:42 UTC"
10013,146583,"Retail Sales Associate – Part-Time","Retail Sales Associate – Part-Time","","Melrose Park","Illinois","IL",NA,"2014-12-13 01:29:22 UTC","2014-12-13 01:30:04 UTC",41,"2014-12-13 01:29:22 UTC","2014-12-13 01:29:22 UTC"
10013,119129,"IMMEDIATE COOK POSITIONS IN LAKE COUNTY!!! @ All Team Staffing","IMMEDIATE COOK POSITIONS IN LAKE COUNTY!!!","All Team Staffing","Des Plaines","Illinois","IL",NA,"2014-12-13 01:32:25 UTC","2014-12-13 01:32:36 UTC",10,"2014-12-13 01:32:25 UTC","2014-12-13 01:32:25 UTC"
10016,552,"Server @ Palomino","Server","Palomino","San Francisco","California","CA","Food and Beverages","2014-12-13 06:17:03 UTC",NA,NA,"2014-12-13 06:17:03 UTC","2014-12-13 06:17:03 UTC"
10016,49,"Server @ Sprig","Server","Sprig","San Francisco","California","CA","Food and Beverages","2014-12-13 06:17:20 UTC",NA,NA,"2014-12-13 06:17:20 UTC","2014-12-13 06:17:20 UTC"
10016,49,"Server @ Sprig","Server","Sprig","San Francisco","California","CA","Food and Beverages","2014-12-13 06:17:28 UTC",NA,NA,"2014-12-13 06:17:28 UTC","2014-12-13 06:17:28 UTC"
10016,102701,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Bay Area","California","CA","","2014-12-13 06:09:31 UTC",NA,NA,"2014-12-13 06:09:31 UTC","2014-12-13 06:09:31 UTC"
10016,102701,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Bay Area","California","CA","","2014-12-13 06:10:07 UTC",NA,NA,"2014-12-13 06:10:07 UTC","2014-12-13 06:10:07 UTC"
10016,535,"Host @ Oola Restaurant & Bar","Host","Oola Restaurant & Bar","San Francisco","California","CA","Food and Beverages","2014-12-13 06:08:50 UTC",NA,NA,"2014-12-13 06:08:50 UTC","2014-12-13 06:08:50 UTC"
10016,102701,"Retail Sales Consultant @ AT&T Retail","Retail Sales Consultant","AT&T Retail","Bay Area","California","CA","","2014-12-13 06:10:41 UTC",NA,NA,"2014-12-13 06:10:41 UTC","2014-12-13 06:10:41 UTC"
10016,85514,"Retail Associate - Chocolateer - Westfield @ Ghirardelli Chocolate","Retail Associate - Chocolateer - Westfield","Ghirardelli Chocolate","San Francisco","California","CA","","2014-12-13 06:11:13 UTC",NA,NA,"2014-12-13 06:11:13 UTC","2014-12-13 06:11:13 UTC"
10016,61033,"Seasonal Retail Sales Part Time - San Francisco, CA - Union Square @ Macy's","Seasonal Retail Sales Part Time - San Francisco, CA - Union Square","Macy's","San Francisco","California","CA","","2014-12-13 06:13:17 UTC",NA,NA,"2014-12-13 06:13:17 UTC","2014-12-13 06:13:17 UTC"
10016,61033,"Seasonal Retail Sales Part Time - San Francisco, CA - Union Square @ Macy's","Seasonal Retail Sales Part Time - San Francisco, CA - Union Square","Macy's","San Francisco","California","CA","","2014-12-13 06:13:51 UTC",NA,NA,"2014-12-13 06:13:51 UTC","2014-12-13 06:13:51 UTC"
10016,49,"Server @ Sprig","Server","Sprig","San Francisco","California","CA","Food and Beverages","2014-12-13 06:14:37 UTC",NA,NA,"2014-12-13 06:14:37 UTC","2014-12-13 06:14:37 UTC"
10016,69108,"BH - Server @ Benihana National Corporation","BH - Server","Benihana National Corporation","San Francisco","California","CA","","2014-12-13 06:15:52 UTC",NA,NA,"2014-12-13 06:15:52 UTC","2014-12-13 06:15:52 UTC"
10016,704,"Host @ The Liberties Bar & Restaurant","Host","The Liberties Bar & Restaurant","San Francisco","California","CA","Food and Beverages","2014-12-13 06:18:48 UTC",NA,NA,"2014-12-13 06:18:48 UTC","2014-12-13 06:18:48 UTC"
10016,61350,"Sales Associate @ Tumi, Inc","Sales Associate","Tumi, Inc","San Francisco","California","CA","","2014-12-13 06:20:23 UTC",NA,NA,"2014-12-13 06:20:23 UTC","2014-12-13 06:20:23 UTC"
10016,61350,"Sales Associate @ Tumi, Inc","Sales Associate","Tumi, Inc","San Francisco","California","CA","","2014-12-13 06:21:04 UTC",NA,NA,"2014-12-13 06:21:04 UTC","2014-12-13 06:21:04 UTC"
10017,117237,"12W Carpentry and Masonry Specialist @ Army National Guard","12W Carpentry and Masonry Specialist","Army National Guard","Kaunakakai","Hawaii","HI",NA,"2014-12-13 06:30:39 UTC","2014-12-13 06:31:10 UTC",30,"2014-12-13 06:30:39 UTC","2014-12-13 06:30:39 UTC"
10017,75539,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Kahului","Hawaii","HI",NA,"2014-12-13 06:32:00 UTC","2014-12-13 06:32:29 UTC",28,"2014-12-13 06:32:00 UTC","2014-12-13 06:32:00 UTC"
10017,75539,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Kahului","Hawaii","HI",NA,"2014-12-13 06:33:04 UTC","2014-12-13 06:33:08 UTC",4,"2014-12-13 06:33:04 UTC","2014-12-13 06:33:04 UTC"
10017,75811,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Kahului","Hawaii","HI",NA,"2014-12-13 06:33:11 UTC","2014-12-13 06:33:12 UTC",1,"2014-12-13 06:33:11 UTC","2014-12-13 06:33:11 UTC"
10017,75811,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Kahului","Hawaii","HI",NA,"2014-12-13 06:33:12 UTC","",NA,"2014-12-13 06:33:12 UTC","2014-12-13 06:33:12 UTC"
10017,75811,"Product Demonstrator - Costco","Product Demonstrator - Costco","","Kahului","Hawaii","HI",NA,"2014-12-13 06:34:02 UTC","2014-12-13 06:49:30 UTC",928,"2014-12-13 06:34:02 UTC","2014-12-13 06:34:02 UTC"
10020,118388,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","San Francisco","California","CA",NA,"2014-12-13 08:39:35 UTC","2014-12-13 08:40:30 UTC",54,"2014-12-13 08:39:35 UTC","2014-12-13 08:39:35 UTC"
10020,118388,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","San Francisco","California","CA",NA,"2014-12-13 08:40:37 UTC","2014-12-13 08:43:22 UTC",164,"2014-12-13 08:40:37 UTC","2014-12-13 08:40:37 UTC"
10022,102527,"Mapping Lead @ WIS International","Mapping Lead","WIS International","Orlando","Florida","FL",NA,"2014-12-13 09:44:28 UTC","2014-12-13 09:45:27 UTC",59,"2014-12-13 09:44:28 UTC","2014-12-13 09:44:28 UTC"
10022,99890,"Toys R Us and Babies R Us Seasonal Sales Team Member @ Toys ""R"" Us, Inc","Toys R Us and Babies R Us Seasonal Sales Team Member","Toys ""R"" Us, Inc","Orlando","Florida","FL",NA,"2014-12-13 09:48:59 UTC","2014-12-13 09:49:22 UTC",22,"2014-12-13 09:48:59 UTC","2014-12-13 09:48:59 UTC"
10023,137447,"NABISCO Part Time Merchandiser- Tucson 311 @ Mondelez International-Sales","NABISCO Part Time Merchandiser- Tucson 311","Mondelez International-Sales","Tucson","Arizona","AZ",NA,"2014-12-13 10:27:41 UTC","2014-12-13 10:27:50 UTC",9,"2014-12-13 10:27:41 UTC","2014-12-13 10:27:41 UTC"
10024,97247,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Houston","Texas","TX",NA,"2014-12-13 12:08:46 UTC","2014-12-13 12:09:12 UTC",26,"2014-12-13 12:08:46 UTC","2014-12-13 12:08:46 UTC"
10024,97247,"Package Handler - Part-Time @ UPS","Package Handler - Part-Time","UPS","Houston","Texas","TX",NA,"2014-12-13 12:16:35 UTC","2014-12-13 12:16:35 UTC",0,"2014-12-13 12:16:35 UTC","2014-12-13 12:16:35 UTC"
10026,119554,"Customer Service Representative - Weekends ONLY @ OfficeTeam","Customer Service Representative - Weekends ONLY","OfficeTeam","Denver","Colorado","CO",NA,"2014-12-13 13:05:50 UTC","2014-12-13 13:06:04 UTC",14,"2014-12-13 13:05:50 UTC","2014-12-13 13:05:50 UTC"
10026,149097,"Weekend Sales Representative - Samsung Vacuum - Fort Collins, Loveland, & Lone Tree, CO @ ActionLink","Weekend Sales Representative - Samsung Vacuum - Fort Collins, Loveland, & Lone Tree, CO","ActionLink","Loveland","Colorado","CO",NA,"2014-12-13 13:06:09 UTC","2014-12-13 13:06:46 UTC",36,"2014-12-13 13:06:09 UTC","2014-12-13 13:06:09 UTC"
10026,119554,"Customer Service Representative - Weekends ONLY @ OfficeTeam","Customer Service Representative - Weekends ONLY","OfficeTeam","Denver","Colorado","CO",NA,"2014-12-13 13:06:51 UTC","2014-12-13 13:07:11 UTC",20,"2014-12-13 13:06:51 UTC","2014-12-13 13:06:51 UTC"
10026,147169,"Claims Representatives and Adjusters for Fortune 500 Company @ OfficeTeam","Claims Representatives and Adjusters for Fortune 500 Company","OfficeTeam","Centennial","Colorado","CO",NA,"2014-12-13 13:07:19 UTC","2014-12-13 13:07:31 UTC",11,"2014-12-13 13:07:19 UTC","2014-12-13 13:07:19 UTC"
10026,119554,"Customer Service Representative - Weekends ONLY @ OfficeTeam","Customer Service Representative - Weekends ONLY","OfficeTeam","Denver","Colorado","CO",NA,"2014-12-13 13:07:39 UTC","2014-12-13 13:07:51 UTC",12,"2014-12-13 13:07:39 UTC","2014-12-13 13:07:39 UTC"
10026,146808,"Medical Customer Service Representative @ OfficeTeam","Medical Customer Service Representative","OfficeTeam","Denver","Colorado","CO",NA,"2014-12-13 13:07:59 UTC","2014-12-13 13:08:11 UTC",11,"2014-12-13 13:07:59 UTC","2014-12-13 13:07:59 UTC"
10032,144217,"General Office Clerk @ OfficeTeam","General Office Clerk","OfficeTeam","Warren","Michigan","MI",NA,"2014-12-13 15:24:18 UTC","2014-12-13 15:24:35 UTC",17,"2014-12-13 15:24:18 UTC","2014-12-13 15:24:18 UTC"
10032,132634,"Receptionist @ Central Transport","Receptionist","Central Transport","Warren","Michigan","MI",NA,"2014-12-13 15:25:29 UTC","2014-12-13 15:26:10 UTC",41,"2014-12-13 15:25:29 UTC","2014-12-13 15:25:29 UTC"
10032,89697,"Part-time Teller @ Michigan Schools and Government Credit Union","Part-time Teller","Michigan Schools and Government Credit Union","Warren","Michigan","MI",NA,"2014-12-13 15:26:47 UTC","2014-12-13 15:26:59 UTC",12,"2014-12-13 15:26:47 UTC","2014-12-13 15:26:47 UTC"
10032,89697,"Part-time Teller @ Michigan Schools and Government Credit Union","Part-time Teller","Michigan Schools and Government Credit Union","Warren","Michigan","MI",NA,"2014-12-13 15:28:07 UTC","2014-12-13 15:31:38 UTC",211,"2014-12-13 15:28:07 UTC","2014-12-13 15:28:07 UTC"
10032,73965,"PART TIME Teller - Madison Heights Branch @ DFCU","PART TIME Teller - Madison Heights Branch","DFCU","Madison Heights","Michigan","MI",NA,"2014-12-13 15:33:42 UTC","2014-12-13 15:33:57 UTC",14,"2014-12-13 15:33:42 UTC","2014-12-13 15:33:42 UTC"
10032,101926,"Receptionist @ Estes & Associates PC","Receptionist","Estes & Associates PC","Fraser","Michigan","MI",NA,"2014-12-13 15:34:33 UTC","2014-12-13 15:34:44 UTC",11,"2014-12-13 15:34:33 UTC","2014-12-13 15:34:33 UTC"
10032,82444,"Medical Assistant @ McLaren Health Care","Medical Assistant","McLaren Health Care","Clinton Township","Michigan","MI",NA,"2014-12-13 15:36:50 UTC","2014-12-13 15:37:22 UTC",32,"2014-12-13 15:36:50 UTC","2014-12-13 15:36:50 UTC"
10033,84113,"CASHIER @ Murphy USA","CASHIER","Murphy USA","Salisbury","North Carolina","NC",NA,"2014-12-13 15:48:48 UTC","2014-12-13 15:48:49 UTC",0,"2014-12-13 15:48:48 UTC","2014-12-13 15:48:48 UTC"
10033,84113,"CASHIER @ Murphy USA","CASHIER","Murphy USA","Salisbury","North Carolina","NC",NA,"2014-12-13 15:48:49 UTC","",NA,"2014-12-13 15:48:49 UTC","2014-12-13 15:48:49 UTC"
10033,84113,"CASHIER @ Murphy USA","CASHIER","Murphy USA","Salisbury","North Carolina","NC",NA,"2014-12-13 15:49:07 UTC","2014-12-13 16:12:50 UTC",1422,"2014-12-13 15:49:07 UTC","2014-12-13 15:49:07 UTC"
10034,142443,"Temp to Hire, Part-Time Customer Service Representative @ Portland General Electric","Temp to Hire, Part-Time Customer Service Representative","Portland General Electric","Tualatin","Oregon","OR",NA,"2014-12-13 15:54:41 UTC",NA,NA,"2014-12-13 15:54:41 UTC","2014-12-13 15:54:41 UTC"
10038,141658,"Data Entry @ OfficeTeam","Data Entry","OfficeTeam","Danvers","Massachusetts","MA",NA,"2014-12-13 16:18:12 UTC","2014-12-13 16:20:59 UTC",166,"2014-12-13 16:18:12 UTC","2014-12-13 16:18:12 UTC"
10038,144402,"Data Entry Candidate for Healthcare Company @ OfficeTeam","Data Entry Candidate for Healthcare Company","OfficeTeam","Beverly","Massachusetts","MA",NA,"2014-12-13 16:16:17 UTC","2014-12-13 16:18:10 UTC",113,"2014-12-13 16:16:17 UTC","2014-12-13 16:16:17 UTC"
10039,146826,"KOREAN INTERPRETERS AND TRANSLATORS @ LanguageLine Solutions","KOREAN INTERPRETERS AND TRANSLATORS","LanguageLine Solutions","Los Angeles","California","CA",NA,"2014-12-13 16:25:58 UTC","2014-12-13 16:26:06 UTC",7,"2014-12-13 16:25:58 UTC","2014-12-13 16:25:58 UTC"
10041,136474,"Accounts Receivable Clerk @ Accountemps","Accounts Receivable Clerk","Accountemps","Beachwood","Ohio","OH",NA,"2014-12-13 16:54:26 UTC","2014-12-13 16:54:37 UTC",11,"2014-12-13 16:54:26 UTC","2014-12-13 16:54:26 UTC"
